,Manufacturer,year,preprocessed
25112,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25113,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25114,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25115,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25116,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25117,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25118,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25119,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25120,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25121,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25122,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25123,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25124,CZ,19,quality generated trajectory meet expectation active construction zone emergency collisions present vicinity road conditions area
25125,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25126,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25127,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25128,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25129,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25130,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25131,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25132,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25133,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25134,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25135,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25136,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25137,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25138,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25139,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25140,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25141,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25142,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25143,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25144,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25145,CZ,19,system disengaged seat belt properly fastened active construction zone emergency collisions present vicinity road conditions area
25146,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25147,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25148,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25149,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25150,CZ,19,pressed accelerator pedal driving slower expected active construction zone emergency collisions present vicinity road conditions area
25151,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25152,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25153,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25154,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25155,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25156,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25157,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25158,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25159,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25160,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25161,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25162,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25163,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25164,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25165,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25166,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25167,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25168,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25169,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25170,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25171,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25172,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25173,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25174,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25175,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25176,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25177,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25178,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25179,CZ,19,component motion control could initialize correctly causing system disengage performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25180,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25181,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25182,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25183,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25184,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25185,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25186,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25187,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25188,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25189,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25190,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25191,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25192,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25193,CZ,19,quality generated trajectory meet expectation active construction zone emergency collisions present vicinity road conditions area
25194,CZ,19,quality generated trajectory meet expectation active construction zone emergency collisions present vicinity road conditions area
25195,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25196,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25197,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25198,CZ,19,system could generate trajectory active construction zone emergency collisions present vicinity road conditions area
25199,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25200,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25201,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25202,CZ,19,system could generate trajectory active construction zone emergency collisions present vicinity road conditions area
25203,CZ,19,system could generate trajectory active construction zone emergency collisions present vicinity road conditions area
25204,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25205,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25206,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25207,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25208,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25209,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25210,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25211,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25212,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25213,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25214,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25215,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25216,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25217,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25218,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25219,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25220,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25221,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25222,CZ,19,pressed accelerator pedal driving slower expected active construction zone emergency collisions present vicinity road conditions area
25223,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25224,CZ,19,system could generate trajectory active construction zone emergency collisions present vicinity road conditions area
25225,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25226,CZ,19,quality generated trajectory meet expectation active construction zone emergency collisions present vicinity road conditions area
25227,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25228,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25229,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25230,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25231,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25232,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25233,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25234,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25235,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25236,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25237,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25238,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25239,CZ,19,quality generated trajectory meet expectation active construction zone emergency collisions present vicinity road conditions area
25240,CZ,19,quality generated trajectory meet expectation active construction zone emergency collisions present vicinity road conditions area
25241,CZ,19,quality generated trajectory meet expectation active construction zone emergency collisions present vicinity road conditions area
25242,CZ,19,invalid map processing operation active construction zone emergency collisions present vicinity road conditions area
25243,CZ,19,invalid map processing operation active construction zone emergency collisions present vicinity road conditions area
25244,CZ,19,invalid map processing operation active construction zone emergency collisions present vicinity road conditions area
25245,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25246,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25247,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25248,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25249,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25250,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25251,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25252,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25253,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25254,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25255,CZ,19,pressed accelerator pedal driving slower expected active construction zone emergency collisions present vicinity road conditions area
25256,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25257,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25258,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25259,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25260,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25261,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25262,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25263,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25264,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25265,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25266,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25267,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25268,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25269,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25270,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25271,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25272,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25273,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25274,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25275,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25276,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25277,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25278,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25279,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25280,CZ,19,system could generate trajectory active construction zone emergency collisions present vicinity road conditions area
25281,CZ,19,system could generate trajectory active construction zone emergency collisions present vicinity road conditions area
25282,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25283,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25284,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25285,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25286,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25287,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25288,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25289,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25290,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25291,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25292,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25293,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25294,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25295,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25296,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25297,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25298,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25299,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25300,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25301,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25302,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25303,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25304,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25305,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25306,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25307,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25308,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25309,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25310,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25311,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25312,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25313,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25314,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25315,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25316,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25317,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25318,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25319,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25320,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25321,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25322,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25323,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25324,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25325,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25326,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25327,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25328,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25329,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25330,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25331,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25332,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25333,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25334,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25335,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25336,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25337,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25338,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25339,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25340,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25341,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25342,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25343,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25344,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25345,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25346,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25347,CZ,19,pressed accelerator pedal driving slower expected active construction zone emergency collisions present vicinity road conditions area
25348,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25349,CZ,19,component motion control could initialize correctly causing system disengage pressed accelerator pedal driving slower expected active construction zone emergency collisions present vicinity road conditions area
25350,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25351,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25352,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25353,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25354,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25355,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25356,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25357,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25358,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25359,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25360,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25361,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25362,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25363,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25364,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25365,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25366,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25367,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25368,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25369,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25370,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25371,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25372,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25373,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25374,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25375,CZ,19,pressed accelerator pedal driving slower expected active construction zone emergency collisions present vicinity road conditions area
25376,CZ,19,system could generate trajectory active construction zone emergency collisions present vicinity road conditions area
25377,CZ,19,system could generate trajectory active construction zone emergency collisions present vicinity road conditions area
25378,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25379,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25380,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25381,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25382,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25383,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25384,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25385,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25386,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25387,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25388,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25389,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25390,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25391,CZ,19,motion control system caused system disengage pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25392,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25393,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25394,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25395,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25396,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25397,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25398,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25399,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25400,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25401,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25402,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25403,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25404,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25405,CZ,19,system could generate trajectory active construction zone emergency collisions present vicinity road conditions area
25406,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25407,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25408,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25409,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25410,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25411,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25412,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25413,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25414,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25415,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25416,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25417,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25418,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25419,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25420,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25421,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25422,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25423,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25424,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25425,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25426,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25427,CZ,19,system generation trajectory longer expected active construction zone emergency collisions present vicinity road conditions area
25428,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25429,CZ,19,performed steering drive expected path active construction zone emergency collisions present vicinity road conditions area
25430,CZ,19,pressed brake pedal driving faster expected active construction zone emergency collisions present vicinity road conditions area
25431,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
25432,CZ,19,system could generate trajectory active construction zone emergency collisions present vicinity road conditions area
25433,CZ,19,software component initialized correctly active construction zone emergency collisions present vicinity road conditions area
